bloc	trat	dose	val
blocA	tratE	2	0.065125441
blocA	tratE	4	0.858525157
blocA	tratE	4	0.680455207
blocA	tratE	4	0.987380902
blocA	tratE	4	0.007362901
blocA	tratE	4	0.901028858
blocA	tratE	4	0.650508613
blocA	tratE	4	0.069475415
blocA	tratE	4	1.12161998
blocA	tratE	4	0.514717961
blocA	tratE	4	1.585331538
blocB	tratA	0.25	1.939146713
blocB	tratA	0.25	0.177613844
blocB	tratA	0.25	0.907017028
blocB	tratA	0.25	1.237731806
blocB	tratA	0.25	1.749026293
blocB	tratA	0.25	0.148652502
blocB	tratA	0.25	0.213670826
blocB	tratA	0.25	0.654467365
blocB	tratA	0.25	2.285588502
blocB	tratA	0.25	0.719073117
blocB	tratA	0.5	0.900947482
blocB	tratA	0.5	0.813128701
blocB	tratA	0.5	0.114465348
blocB	tratA	0.5	1.287000757
blocB	tratA	0.5	0.181460986
blocB	tratA	0.5	1.513284223
blocB	tratA	0.5	0.373960786
blocB	tratA	0.5	0.133514877
blocB	tratA	0.5	0.620258775
blocB	tratA	0.5	0.361360364
blocB	tratA	1	0.915803942
blocB	tratA	1	0.247319454
blocB	tratA	1	0.393087325
blocB	tratA	1	0.77036022
blocB	tratA	1	1.565583255
blocB	tratA	1	0.019396988
blocB	tratA	1	1.471572247
blocB	tratA	1	1.382203361
blocB	tratA	1	0.190999149
blocB	tratA	1	0.44635035
blocB	tratA	2	0.156628552
blocB	tratA	2	0.680032978
blocB	tratA	2	1.286380399
blocB	tratA	2	0.614401461
blocB	tratA	2	0.132639595
blocB	tratA	2	0.485931122
blocB	tratA	2	0.257353606
blocB	tratA	2	1.887958342
blocB	tratA	2	0.386596372
blocB	tratA	2	0.291267782
blocB	tratA	4	1.025605274
blocB	tratA	4	1.27581223
blocB	tratA	4	0.315998834
blocB	tratA	4	2.835988127
blocB	tratA	4	0.786291811
blocB	tratA	4	0.075641987
blocB	tratA	4	0.704579683
blocB	tratA	4	0.331805297
blocB	tratA	4	1.420273942
blocB	tratA	4	0.498944094
blocB	tratB	0.25	0.002073957
blocB	tratB	0.25	0.288167725
blocB	tratB	0.25	1.508757635
blocB	tratB	0.25	0.937221435
blocB	tratB	0.25	1.325130087
blocB	tratB	0.25	1.161118851
blocB	tratB	0.25	0.018634127
blocB	tratB	0.25	1.1915575
blocB	tratB	0.25	0.918493523
blocB	tratB	0.25	1.063312714
blocB	tratB	0.5	1.208449524
blocB	tratB	0.5	1.561080911
blocB	tratB	0.5	0.231130769
blocB	tratB	0.5	1.272299032
blocB	tratB	0.5	0.464898275
blocB	tratB	0.5	0.175317904
blocB	tratB	0.5	0.804689244
blocB	tratB	0.5	0.117876121
blocB	tratB	0.5	1.663183079
blocB	tratB	0.5	1.426589228
blocB	tratB	1	1.76688683
blocB	tratB	1	1.527331101
blocB	tratB	1	0.598957782
blocB	tratB	1	1.51026668
blocB	tratB	1	0.271209306
blocB	tratB	1	0.786205715
blocB	tratB	1	0.676582129
blocB	tratB	1	1.636154027
blocB	tratB	1	0.561572494
blocB	tratB	1	1.712431394
blocB	tratB	2	2.153389111
blocB	tratB	2	0.544915173
blocB	tratB	2	0.045044412
blocB	tratB	2	0.042986111
blocB	tratB	2	1.375486673
blocB	tratB	2	0.694798065
blocB	tratB	2	0.490680399
blocB	tratB	2	0.904749128
blocB	tratB	2	0.423142371
blocB	tratB	2	0.054713221
blocB	tratB	4	0.309519719
blocB	tratB	4	0.252847951
blocB	tratB	4	0.078780101
blocB	tratB	4	1.885320233
blocB	tratB	4	1.409836209
blocB	tratB	4	1.348251478
blocB	tratB	4	1.494149893
blocB	tratB	4	0.155574017
blocB	tratB	4	1.085546117
blocB	tratB	4	0.557696669
blocB	tratC	0.25	2.640441469
blocB	tratC	0.25	0.94714444
blocB	tratC	0.25	0.522302315
blocB	tratC	0.25	0.563434323
blocB	tratC	0.25	0.839222351
blocB	tratC	0.25	0.696155603
blocB	tratC	0.25	0.495346921
blocB	tratC	0.25	1.034491335
blocB	tratC	0.25	0.636983571
blocB	tratC	0.25	0.698441349
blocB	tratC	0.5	0.186202705
blocB	tratC	0.5	0.405946386
blocB	tratC	0.5	1.002804682
blocB	tratC	0.5	0.354900328
blocB	tratC	0.5	0.769484919
blocB	tratC	0.5	0.772800136
blocB	tratC	0.5	1.029809441
blocB	tratC	0.5	0.580298141
blocB	tratC	0.5	1.048568017
blocB	tratC	0.5	0.344097397
blocB	tratC	1	0.740520775
blocB	tratC	1	0.101810599
blocB	tratC	1	0.134579538
blocB	tratC	1	0.238372207
blocB	tratC	1	0.669164505
blocB	tratC	1	0.87006593
blocB	tratC	1	0.567680254
blocB	tratC	1	0.482051654
blocB	tratC	1	0.813407879
blocB	tratC	1	1.392467637
blocB	tratC	2	0.971410095
blocB	tratC	2	0.368355684
blocB	tratC	2	0.807909343
blocB	tratC	2	0.648127603
blocB	tratC	2	1.536579811
blocB	tratC	2	0.671645817
blocB	tratC	2	2.906170321
blocB	tratC	2	0.824099969
blocB	tratC	2	1.20258757
blocB	tratC	2	0.434784451
blocB	tratC	4	2.213014662
blocB	tratC	4	0.313986205
blocB	tratC	4	0.919271426
blocB	tratC	4	0.578826794
blocB	tratC	4	0.127647596
blocB	tratC	4	0.488286862
blocB	tratC	4	0.354067596
blocB	tratC	4	0.879315859
blocB	tratC	4	0.409700745
blocB	tratC	4	1.695137883
blocB	tratD	0.25	0.006250075
blocB	tratD	0.25	0.742226697
blocB	tratD	0.25	1.64590364
blocB	tratD	0.25	0.176870924
blocB	tratD	0.25	0.389396051
blocB	tratD	0.25	1.694827104
blocB	tratD	0.25	0.751247758
blocB	tratD	0.25	1.31481911
blocB	tratD	0.25	1.344937219
blocB	tratD	0.25	0.987181821
blocB	tratD	0.5	1.621756609
blocB	tratD	0.5	0.238343008
blocB	tratD	0.5	0.053419468
blocB	tratD	0.5	0.833692071
blocB	tratD	0.5	0.145489608
blocB	tratD	0.5	0.938742024
blocB	tratD	0.5	1.246310021
blocB	tratD	0.5	0.379303948
blocB	tratD	0.5	0.869083422
blocB	tratD	0.5	0.679589841
blocB	tratD	1	0.84477829
blocB	tratD	1	1.004897841
blocB	tratD	1	0.745293321
blocB	tratD	1	0.587679897
blocB	tratD	1	0.222642088
blocB	tratD	1	0.568118704
blocB	tratD	1	0.069214095
blocB	tratD	1	0.164209614
blocB	tratD	1	0.511331628
blocB	tratD	1	1.100038527
blocB	tratD	2	0.248547864
blocB	tratD	2	0.192772163
blocB	tratD	2	0.645448974
blocB	tratD	2	0.586157904
blocB	tratD	2	1.215896521
blocB	tratD	2	1.06182385
blocB	tratD	2	0.985147768
blocB	tratD	2	3.128786398
blocB	tratD	2	0.655216659
blocB	tratD	2	0.376706708
blocB	tratD	4	0.432005613
blocB	tratD	4	0.609675029
blocB	tratD	4	0.407568933
blocB	tratD	4	0.54240722
blocB	tratD	4	1.931032231
blocB	tratD	4	0.763282739
blocB	tratD	4	0.180229135
blocB	tratD	4	1.072719751
blocB	tratD	4	1.820143264
blocB	tratD	4	1.228977802
blocB	tratE	0.25	1.634450237
blocB	tratE	0.25	0.372964322
blocB	tratE	0.25	1.655914117
blocB	tratE	0.25	1.533995337
blocB	tratE	0.25	1.374524244
blocB	tratE	0.25	0.440823598
blocB	tratE	0.25	1.536170836
blocB	tratE	0.25	0.766573281
blocB	tratE	0.25	0.625132073
blocB	tratE	0.25	1.866743651
blocB	tratE	0.5	0.622192987
blocB	tratE	0.5	0.186608474
blocB	tratE	0.5	1.091822553
blocB	tratE	0.5	0.547929627
blocB	tratE	0.5	0.643168092
blocB	tratE	0.5	1.324287011
blocB	tratE	0.5	0.394321622
blocB	tratE	0.5	0.078229897
blocB	tratE	0.5	0.618380775
blocB	tratE	0.5	0.818453797
blocB	tratE	1	1.878294909
blocB	tratE	1	0.700223681
blocB	tratE	1	0.305898092
blocB	tratE	1	1.506900489
blocB	tratE	1	0.905932666
blocB	tratE	1	0.128216153
blocB	tratE	1	1.153681581
blocB	tratE	1	1.033743833
blocB	tratE	1	0.076790249
blocB	tratE	1	0.247602039
blocB	tratE	2	0.482174683
blocB	tratE	2	1.461281801
blocB	tratE	2	0.538296715
blocB	tratE	2	0.470409339
blocB	tratE	2	0.635246985
blocB	tratE	2	0.012018136
blocB	tratE	2	1.046278103
blocB	tratE	2	0.6364994
blocB	tratE	2	0.110141641
blocB	tratE	2	0.540361326
blocB	tratE	4	0.053421047
blocB	tratE	4	0.957397573
blocB	tratE	4	0.936869303
blocB	tratE	4	2.344556261
blocB	tratE	4	0.090495677
blocB	tratE	4	0.709996632
blocB	tratE	4	0.337574602
blocB	tratE	4	0.628952103
blocB	tratE	4	1.568732506
blocB	tratE	4	0.253413593
blocC	tratA	0.25	0.95118749
blocC	tratA	0.25	0.60184565
blocC	tratA	0.25	0.799819728
blocC	tratA	0.25	0.804165873
blocC	tratA	0.25	0.389687159
blocC	tratA	0.25	1.298684137
blocC	tratA	0.25	1.271235273
blocC	tratA	0.25	0.971169535
blocC	tratA	0.25	1.573116255
blocC	tratA	0.25	0.276045138
blocC	tratA	0.5	0.776394551
blocC	tratA	0.5	0.577289202
blocC	tratA	0.5	0.144359659
blocC	tratA	0.5	1.804417318
blocC	tratA	0.5	1.542373652
blocC	tratA	0.5	1.552300362
blocC	tratA	0.5	1.738053483
blocC	tratA	0.5	1.821856351
blocC	tratA	0.5	0.453118201
blocC	tratA	0.5	0.525668943
blocC	tratA	1	0.510577599
blocC	tratA	1	0.649894658
blocC	tratA	1	0.323855596
blocC	tratA	1	0.523383346
blocC	tratA	1	0.329831006
blocC	tratA	1	0.223637754
blocC	tratA	1	0.522702865
blocC	tratA	1	0.409891528
blocC	tratA	1	0.874178347
blocC	tratA	1	0.610147822
blocC	tratA	2	0.846071513
blocC	tratA	2	1.442059657
blocC	tratA	2	0.168439185
blocC	tratA	2	1.807427268
blocC	tratA	2	0.873204863
blocC	tratA	2	1.547936562
blocC	tratA	2	0.773155723
blocC	tratA	2	1.562918387
blocC	tratA	2	0.392710851
blocC	tratA	2	0.398188634
blocC	tratA	4	0.05725377
blocC	tratA	4	0.308572934
blocC	tratA	4	0.699697715
blocC	tratA	4	0.163330831
blocC	tratA	4	0.382032664
blocC	tratA	4	0.10739098
blocC	tratA	4	1.671738991
blocC	tratA	4	1.189128673
blocC	tratA	4	0.770873079
blocC	tratA	4	1.130408922
blocC	tratB	0.25	1.746468791
blocC	tratB	0.25	0.419610212
blocC	tratB	0.25	1.581333763
blocC	tratB	0.25	1.133720439
blocC	tratB	0.25	0.058962089
blocC	tratB	0.25	1.378278946
blocC	tratB	0.25	0.06372091
blocC	tratB	0.25	1.152029783
blocC	tratB	0.25	0.658533418
blocC	tratB	0.25	0.466283514
blocC	tratB	0.5	1.499226897
blocC	tratB	0.5	1.379802306
blocC	tratB	0.5	0.179326055
blocC	tratB	0.5	0.120222544
blocC	tratB	0.5	1.371964053
blocC	tratB	0.5	0.979779947
blocC	tratB	0.5	0.007980315
blocC	tratB	0.5	0.820020744
blocC	tratB	0.5	0.794528131
blocC	tratB	0.5	0.298065219
blocC	tratB	1	2.205671817
blocC	tratB	1	2.607038997
blocC	tratB	1	0.450043248
blocC	tratB	1	0.868886469
blocC	tratB	1	0.167639726
blocC	tratB	1	1.299762564
blocC	tratB	1	0.708222876
blocC	tratB	1	0.208163258
blocC	tratB	1	0.469058515
blocC	tratB	1	0.709615313
blocC	tratB	2	1.031986051
blocC	tratB	2	0.956236693
blocC	tratB	2	0.259016016
blocC	tratB	2	0.678667601
blocC	tratB	2	1.409941414
blocC	tratB	2	0.628453437
blocC	tratB	2	0.755108647
blocC	tratB	2	0.229015747
blocC	tratB	2	2.524164193
blocC	tratB	2	0.508765682
blocC	tratB	4	0.944080509
blocC	tratB	4	0.88885866
blocC	tratB	4	1.693944438
blocC	tratB	4	0.807545075
blocC	tratB	4	0.938773797
blocC	tratB	4	2.194853118
blocC	tratB	4	0.118286613
blocC	tratB	4	1.044069014
blocC	tratB	4	0.748082139
blocC	tratB	4	0.681692643
blocC	tratC	0.25	1.217094475
blocC	tratC	0.25	0.346039745
blocC	tratC	0.25	0.411490377
blocC	tratC	0.25	1.186652868
blocC	tratC	0.25	0.938399608
blocC	tratC	0.25	0.793485939
blocC	tratC	0.25	0.652092397
blocC	tratC	0.25	0.38008855
blocC	tratC	0.25	0.649134502
blocC	tratC	0.25	0.812860168
blocC	tratC	0.5	0.56289464
blocC	tratC	0.5	0.976951404
blocC	tratC	0.5	0.338091884
blocC	tratC	0.5	0.043915724
blocC	tratC	0.5	0.689991916
blocC	tratC	0.5	0.166290404
blocC	tratC	0.5	2.186152929
blocC	tratC	0.5	0.995992145
blocC	tratC	0.5	0.074649357
blocC	tratC	0.5	0.614660212
blocC	tratC	1	1.59104884
blocC	tratC	1	2.60840664
blocC	tratC	1	0.24741759
blocC	tratC	1	0.342524781
blocC	tratC	1	1.393194072
blocC	tratC	1	1.297608989
blocC	tratC	1	0.351096335
blocC	tratC	1	0.592952123
blocC	tratC	1	0.194397044
blocC	tratC	1	1.104850035
blocC	tratC	2	1.017013988
blocC	tratC	2	1.127748918
blocC	tratC	2	0.129674233
blocC	tratC	2	2.2450964
blocC	tratC	2	1.926016665
blocC	tratC	2	1.48721957
blocC	tratC	2	1.046215669
blocC	tratC	2	0.678038831
blocC	tratC	2	1.022691595
blocC	tratC	2	0.924999116
blocC	tratC	4	2.257445795
blocC	tratC	4	0.563857238
blocC	tratC	4	0.259643749
blocC	tratC	4	1.661948948
blocC	tratC	4	0.93471672
blocC	tratC	4	0.476685703
blocC	tratC	4	1.892842725
blocC	tratC	4	1.380299526
blocC	tratC	4	0.065554986
blocC	tratC	4	0.123725563
blocC	tratD	0.25	1.106424816
blocC	tratD	0.25	1.281473136
blocC	tratD	0.25	1.400930495
blocC	tratD	0.25	0.56817028
blocC	tratD	0.25	0.179859544
blocC	tratD	0.25	0.286307621
blocC	tratD	0.25	0.912799184
blocC	tratD	0.25	0.132355942
blocC	tratD	0.25	1.262467169
blocC	tratD	0.25	0.082750605
blocC	tratD	0.5	0.368679143
blocC	tratD	0.5	2.050525992
blocC	tratD	0.5	1.679420664
blocC	tratD	0.5	0.05775345
blocC	tratD	0.5	0.487568364
blocC	tratD	0.5	0.119167796
blocC	tratD	0.5	0.397171693
blocC	tratD	0.5	0.560979956
blocC	tratD	0.5	1.908367058
blocC	tratD	0.5	0.241295788
blocC	tratD	1	0.453275743
blocC	tratD	1	1.317740707
blocC	tratD	1	0.09333337
blocC	tratD	1	1.714231034
blocC	tratD	1	0.525735075
blocC	tratD	1	0.922431479
blocC	tratD	1	0.388241858
blocC	tratD	1	0.406482071
blocC	tratD	1	0.246250648
blocC	tratD	1	0.256337182
blocC	tratD	2	1.028315164
blocC	tratD	2	0.555993252
blocC	tratD	2	0.01694102
blocC	tratD	2	1.062059923
blocC	tratD	2	0.126289647
blocC	tratD	2	0.220114904
blocC	tratD	2	0.172350325
blocC	tratD	2	0.229199087
blocC	tratD	2	1.070675457
blocC	tratD	2	0.576778868
blocC	tratD	4	0.897871203
blocC	tratD	4	1.422965134
blocC	tratD	4	1.155870496
blocC	tratD	4	0.183031966
blocC	tratD	4	0.020830681
blocC	tratD	4	0.357627441
blocC	tratD	4	0.288140464
blocC	tratD	4	1.276579279
blocC	tratD	4	0.021887057
blocC	tratD	4	0.679172929
blocC	tratE	0.25	0.282709487
blocC	tratE	0.25	1.388788343
blocC	tratE	0.25	0.707658975
blocC	tratE	0.25	0.294967744
blocC	tratE	0.25	0.065594854
blocC	tratE	0.25	0.100569689
blocC	tratE	0.25	0.482914078
blocC	tratE	0.25	0.541564305
blocC	tratE	0.25	0.586490512
blocC	tratE	0.25	0.826617452
blocC	tratE	0.5	0.093562954
blocC	tratE	0.5	0.283503051
blocC	tratE	0.5	0.905957199
blocC	tratE	0.5	0.490736379
blocC	tratE	0.5	0.158971585
blocC	tratE	0.5	0.563121023
blocC	tratE	0.5	0.240311988
blocC	tratE	0.5	0.510717409
blocC	tratE	0.5	1.275520661
blocC	tratE	0.5	0.560294593
blocC	tratE	1	0.677678221
blocC	tratE	1	0.897540433
blocC	tratE	1	0.633242875
blocC	tratE	1	0.836956738
blocC	tratE	1	0.466921185
blocC	tratE	1	0.047035752
blocC	tratE	1	0.854426385
blocC	tratE	1	0.917850488
blocC	tratE	1	0.10868359
blocC	tratE	1	0.379575632
blocC	tratE	2	0.767833681
blocC	tratE	2	0.468476179
blocC	tratE	2	2.51818334
blocC	tratE	2	0.841779203
blocC	tratE	2	1.611348377
blocC	tratE	2	0.366332844
blocC	tratE	2	0.331321812
blocC	tratE	2	1.458442888
blocC	tratE	2	0.196718512
blocC	tratE	2	0.343583835
blocC	tratE	4	0.690582566
blocC	tratE	4	0.798286994
blocC	tratE	4	1.510833958
blocC	tratE	4	0.836260847
blocC	tratE	4	0.316583273
blocC	tratE	4	0.606914698
blocC	tratE	4	0.544466978
blocC	tratE	4	0.62959316
blocC	tratE	4	1.13071251
blocC	tratE	4	0.376675396
